	function 1	function 2	mean 1	mean 2	stdev 1	stdev 2	t-test	p-val	aggregation approach	run-date
90	c6	c10	1.4285714285714286	1.28	1.2936264483053455	1.0007996802557442	0.38887298186290925	0.6995990665456511	selection_only	2024-04-15
91	c6	c8	1.4285714285714286	0.782608695652174	1.2936264483053455	0.9304754156101173	1.7124425668235845	0.09566290738933803	selection_only	2024-04-15
92	c6	c12	1.4285714285714286	1.2105263157894737	1.2936264483053455	1.1506953215302866	0.49448531183884403	0.6244497182239632	selection_only	2024-04-15
93	c6	c14	1.4285714285714286	1.5714285714285714	1.2936264483053455	0.9035079029052513	-0.24918166719880053	0.8058941408258627	selection_only	2024-04-15
94	c6	c13	1.4285714285714286	1.2727272727272727	1.2936264483053455	1.052348809344566	0.31085398008798715	0.7587113652903885	selection_only	2024-04-15
95	c10	c8	1.28	0.782608695652174	1.0007996802557442	0.9304754156101173	1.7414493910637288	0.08828941671927898	selection_only	2024-04-15
96	c10	c12	1.28	1.2105263157894737	1.0007996802557442	1.1506953215302866	0.2087962479922513	0.8356166605124757	selection_only	2024-04-15
97	c10	c14	1.28	1.5714285714285714	1.0007996802557442	0.9035079029052513	-0.6731067838574473	0.5060319180804248	selection_only	2024-04-15
98	c10	c13	1.28	1.2727272727272727	1.0007996802557442	1.052348809344566	0.019211136827683568	0.9847849723515052	selection_only	2024-04-15
99	c8	c12	0.782608695652174	1.2105263157894737	0.9304754156101173	1.1506953215302866	-1.3003430451709144	0.2009260868290736	selection_only	2024-04-15
100	c8	c14	0.782608695652174	1.5714285714285714	0.9304754156101173	0.9035079029052513	-1.9101061260645211	0.06641159976953445	selection_only	2024-04-15
101	c8	c13	0.782608695652174	1.2727272727272727	0.9304754156101173	1.052348809344566	-1.3349936537811884	0.19129887429013737	selection_only	2024-04-15
102	c12	c14	1.2105263157894737	1.5714285714285714	1.1506953215302866	0.9035079029052513	-0.7196986892476129	0.47866109276967916	selection_only	2024-04-15
103	c12	c13	1.2105263157894737	1.2727272727272727	1.1506953215302866	1.052348809344566	-0.14216841128487243	0.8879650375216761	selection_only	2024-04-15
104	c14	c13	1.5714285714285714	1.2727272727272727	0.9035079029052513	1.052348809344566	0.5841534769489188	0.5672626189655704	selection_only	2024-04-15
